timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-20T09:49:01,codecarbon,d3be19c2-2f01-4db4-a9c0-6bbe5d416ce4,11.520804166793823,9.10414421362429e-05,7.90235133053036e-06,42.5,71.863,11.432337284088137,0.00013600869990057417,0.00022990662972238328,3.657384850681885e-05,0.00040248917812977635,Italy,ITA,,,,Linux-6.2.9-060209-generic-x86_64-with-glibc2.17,3.8.16,2.2.3,16,AMD Ryzen 7 7700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,12.1097,43.1479,30.48623275756836,machine,N,1.0
