timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-19T19:23:32,codecarbon,8b55206c-2b22-44c0-9b62-0449a3ba4e2b,11024.712037324905,0.11271425770315421,1.0223782473551463e-05,42.5,74.49700000000001,11.432337284088137,0.1301522444604171,0.3331492458462992,0.03500200623236593,0.49830349653908207,Italy,ITA,lombardy,,,Linux-6.2.9-060209-generic-x86_64-with-glibc2.17,3.8.16,2.2.3,16,AMD Ryzen 7 7700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,9.1922,45.4722,30.48623275756836,machine,N,1.0
